国家发展和改革委员会
贵州,http://sft.guizhou.gov.cn/,司法部
云南,http://sft.yn.gov.cn/,司法部
西藏,http://sft.xizang.gov.cn/,司法部
陕西,http://sft.shaanxi.gov.cn/,司法部
甘肃,http://sft.gansu.gov.cn/,司法部
青海,http://sft.qinghai.gov.cn/,司法部
宁夏,http://sft.nx.gov.cn/,司法部
新疆,http://sft.xinjiang.gov.cn/,司法部
财政部
北京,http://czj.beijing.gov.cn/,财政部
天津,http://cz.tj.gov.cn,财政部
河北,http://czt.hebei.gov.cn/,财政部
山西,http://czt.shanxi.gov.cn/,财政部
内蒙古,http://czt.nmg.gov.cn/,财政部
辽宁,http://czt.ln.gov.cn,财政部
大连,http://www.czj.dl.gov.cn/,财政部
吉林,http://czt.jl.gov.cn/,财政部
黑龙江,http://czt.hlj.gov.cn/,财政部
上海,http://www.czj.sh.gov.cn/,财政部
江苏,http://czt.jiangsu.gov.cn/,财政部
浙江,http://czt.zj.gov.cn/,财政部
宁波,http://czj.ningbo.gov.cn/,财政部
安徽,http://czt.ah.gov.cn/,财政部
福建,http://czt.fujian.gov.cn/,财政部
厦门,http://cz.xm.gov.cn,财政部
江西,http://jxf.jiangxi.gov.cn/,财政部
山东,http://czt.shandong.gov.cn/,财政部
青岛,http://qdcz.qingdao.gov.cn/,财政部
河南,https://czt.henan.gov.cn/,财政部
湖北,http://czt.hubei.gov.cn/,财政部
湖南,http://czt.hunan.gov.cn/,财政部
广东,http://czt.gd.gov.cn,财政部
深圳,http://szfb.sz.gov.cn/,财政部
广西,http://czt.gxzf.gov.cn/,财政部
海南,http://mof.hainan.gov.cn/,财政部
重庆,http://czj.cq.gov.cn/,财政部
四川,http://czt.sc.gov.cn/,财政部
贵州,http://czt.guizhou.gov.cn/,财政部
云南,http://czt.yn.gov.cn/,财政部
陕西,http://czt.shaanxi.gov.cn/,财政部
甘肃,http://czt.gansu.gov.cn/,财政部
青海,http://czt.qinghai.gov.cn/,财政部
宁夏,http://czt.nx.gov.cn/,财政部
新疆,http://czt.xinjiang.gov.cn/,财政部
西藏,#,财政部
